customerID,tenure,tenure_band,MonthlyCharges,monthly_charge_band,TotalCharges,Contract,contract_risk_band,service_count,has_fiber,is_month_to_month,estimated_annual_revenue,revenue_at_risk,churn_flag
4229-CZMLL,6,0-12 Months,74.9,High,469.8,Month-to-month,High Risk,1,1,1,898.8000000000001,898.8000000000001,1
6904-JLBGY,72,49+ Months,117.35,Very High,8436.25,Two year,Low Risk,7,1,0,1408.1999999999998,0.0,0
2465-BLLEU,1,0-12 Months,19.75,Low,19.75,Month-to-month,High Risk,0,0,1,237.0,0.0,0
1685-VAYJF,11,0-12 Months,45.2,Medium,492.0,Month-to-month,High Risk,0,0,1,542.4000000000001,0.0,0
8874-EJNSR,39,25-48 Months,25.2,Low,987.95,Two year,Low Risk,1,0,0,302.4,0.0,0
6917-YACBP,59,49+ Months,89.75,High,5496.9,Month-to-month,High Risk,4,1,1,1077.0,0.0,0
5049-MUBWG,26,25-48 Months,75.0,High,1908.35,One year,Moderate Risk,4,0,0,900.0,0.0,0
4223-WOZCM,2,0-12 Months,49.95,Medium,107.1,Month-to-month,High Risk,1,0,1,599.4000000000001,0.0,0
0769-MURVM,72,49+ Months,65.7,Medium,4575.35,Two year,Low Risk,6,0,0,788.4000000000001,0.0,0
9253-VIFJQ,65,49+ Months,67.05,Medium,4309.55,One year,Moderate Risk,4,0,0,804.5999999999999,0.0,0
7030-FZTFM,72,49+ Months,110.9,Very High,7922.75,Two year,Low Risk,6,1,0,1330.8000000000002,0.0,0
9741-YLNTD,6,0-12 Months,87.95,High,522.35,Month-to-month,High Risk,3,1,1,1055.4,0.0,0
5917-RYRMG,32,25-48 Months,19.8,Low,587.7,One year,Moderate Risk,0,0,0,237.60000000000002,0.0,0
5120-ZBLAI,50,49+ Months,75.7,High,3876.2,One year,Moderate Risk,4,0,0,908.4000000000001,0.0,0
1194-BHJYC,61,49+ Months,62.15,Medium,3778.85,Two year,Low Risk,5,0,0,745.8,0.0,0
3663-MITLP,15,13-24 Months,101.25,Very High,1457.25,Month-to-month,High Risk,4,1,1,1215.0,1215.0,1
0906-QVPMS,72,49+ Months,115.15,Very High,8349.45,Two year,Low Risk,7,1,0,1381.8000000000002,0.0,0
9025-ZRPVR,9,0-12 Months,18.95,Low,185.6,Month-to-month,High Risk,0,0,1,227.39999999999998,227.39999999999998,1
1905-OEILC,1,0-12 Months,19.5,Low,19.5,Month-to-month,High Risk,0,0,1,234.0,0.0,0
7858-GTZSP,12,0-12 Months,86.55,High,1066.9,Month-to-month,High Risk,2,1,1,1038.6,0.0,0
3285-UCQVC,37,25-48 Months,28.6,Low,973.55,Month-to-month,High Risk,1,0,1,343.20000000000005,343.20000000000005,1
6248-BSHKG,61,49+ Months,20.4,Low,1226.45,One year,Moderate Risk,0,0,0,244.79999999999998,0.0,0
4685-TFLLS,18,13-24 Months,19.8,Low,342.3,One year,Moderate Risk,0,0,0,237.60000000000002,0.0,0
3470-BTGQO,21,13-24 Months,45.65,Medium,985.05,Month-to-month,High Risk,0,0,1,547.8,0.0,0
1209-VFFOC,68,49+ Months,56.4,Medium,3948.45,Two year,Low Risk,5,0,0,676.8,0.0,0
8224-DWCKX,12,0-12 Months,73.3,High,828.05,Month-to-month,High Risk,1,1,1,879.5999999999999,0.0,0
5482-PLVPE,2,0-12 Months,24.35,Low,41.85,Month-to-month,High Risk,0,0,1,292.20000000000005,292.20000000000005,1
4553-DVPZG,62,49+ Months,101.35,Very High,6164.7,Month-to-month,High Risk,4,1,1,1216.1999999999998,0.0,0
4902-OHLSK,29,25-48 Months,98.65,High,2862.75,Month-to-month,High Risk,4,1,1,1183.8000000000002,1183.8000000000002,1
6917-IAYHD,1,0-12 Months,33.6,Low,33.6,Month-to-month,High Risk,2,0,1,403.20000000000005,0.0,0
0495-ZBNGW,5,0-12 Months,79.9,High,343.95,Month-to-month,High Risk,2,1,1,958.8000000000001,958.8000000000001,1
8620-RJPZN,1,0-12 Months,20.7,Low,20.7,Month-to-month,High Risk,0,0,1,248.39999999999998,0.0,0
7572-KPVKK,62,49+ Months,104.05,Very High,6590.5,Two year,Low Risk,5,1,0,1248.6,0.0,0
2642-MAWLJ,36,25-48 Months,20.25,Low,717.95,Two year,Low Risk,0,0,0,243.0,0.0,0
2357-COQEK,28,25-48 Months,103.3,Very High,2890.65,Month-to-month,High Risk,5,1,1,1239.6,1239.6,1
7103-ZGVNT,69,49+ Months,73.7,High,4885.85,One year,Moderate Risk,5,0,0,884.4000000000001,0.0,0
3737-GCSPV,11,0-12 Months,96.2,High,1222.05,Month-to-month,High Risk,4,1,1,1154.4,1154.4,1
2027-WKXMW,63,49+ Months,108.75,Very High,6871.7,Month-to-month,High Risk,6,1,1,1305.0,0.0,0
7137-NAXML,23,13-24 Months,20.15,Low,405.6,One year,Moderate Risk,0,0,0,241.79999999999998,0.0,0
2428-ZMCTB,10,0-12 Months,19.75,Low,208.25,Month-to-month,High Risk,0,0,1,237.0,0.0,0
2961-VNFKL,71,49+ Months,25.95,Low,1801.9,Two year,Low Risk,1,0,0,311.4,0.0,0
1768-HNVGJ,45,25-48 Months,70.05,High,3062.45,Month-to-month,High Risk,4,0,1,840.5999999999999,0.0,0
6963-KQYQB,70,49+ Months,24.05,Low,1764.75,Two year,Low Risk,1,0,0,288.6,0.0,0
5934-RMPOV,22,13-24 Months,84.75,High,1816.75,Month-to-month,High Risk,2,1,1,1017.0,0.0,0
1207-BLKSA,52,49+ Months,23.05,Low,1255.1,Two year,Low Risk,1,0,0,276.6,0.0,0
4088-YLDSU,55,49+ Months,104.15,Very High,5743.05,One year,Moderate Risk,5,1,0,1249.8000000000002,1249.8000000000002,1
8316-BBQAY,65,49+ Months,59.95,Medium,3921.1,Two year,Low Risk,5,0,0,719.4000000000001,0.0,0
1166-PQLGG,72,49+ Months,19.55,Low,1463.45,Two year,Low Risk,0,0,0,234.60000000000002,0.0,0
3146-JTQHR,10,0-12 Months,19.6,Low,189.45,One year,Moderate Risk,0,0,0,235.20000000000002,0.0,0
4291-YZODP,7,0-12 Months,20.05,Low,96.8,One year,Moderate Risk,0,0,0,240.60000000000002,0.0,0
4395-PZMSN,5,0-12 Months,85.55,High,408.5,Month-to-month,High Risk,2,1,1,1026.6,0.0,0
6427-FEFIG,24,13-24 Months,78.6,High,1846.65,Two year,Low Risk,5,0,0,943.1999999999999,0.0,0
0017-IUDMW,72,49+ Months,116.8,Very High,8456.75,Two year,Low Risk,7,1,0,1401.6,0.0,0
8706-HRADD,21,13-24 Months,43.55,Medium,1011.5,Month-to-month,High Risk,3,0,1,522.5999999999999,0.0,0
9955-QOPOY,69,49+ Months,60.8,Medium,4263.4,One year,Moderate Risk,5,0,0,729.5999999999999,0.0,0
4385-ZKVNW,44,25-48 Months,54.9,Medium,2549.1,Month-to-month,High Risk,2,0,1,658.8,0.0,0
5446-DKWYW,61,49+ Months,65.2,Medium,3965.05,One year,Moderate Risk,3,0,0,782.4000000000001,0.0,0
2034-CGRHZ,24,13-24 Months,102.95,Very High,2496.7,Month-to-month,High Risk,5,1,1,1235.4,1235.4,1
5797-APWZC,1,0-12 Months,90.6,High,90.6,Month-to-month,High Risk,2,1,1,1087.1999999999998,1087.1999999999998,1
3683-QKIUE,6,0-12 Months,50.8,Medium,288.05,Month-to-month,High Risk,1,0,1,609.5999999999999,609.5999999999999,1
4228-ZGYUW,4,0-12 Months,90.05,High,368.1,Month-to-month,High Risk,3,1,1,1080.6,1080.6,1
9031-ZVQPT,72,49+ Months,108.2,Very High,7840.6,Two year,Low Risk,6,1,0,1298.4,0.0,0
2990-IAJSV,72,49+ Months,92.0,High,6632.75,Two year,Low Risk,7,0,0,1104.0,0.0,0
8107-KNCIM,14,13-24 Months,75.1,High,1013.35,Month-to-month,High Risk,1,1,1,901.1999999999999,0.0,0
9027-YFHQJ,7,0-12 Months,25.05,Low,152.95,Month-to-month,High Risk,1,0,1,300.6,0.0,0
5176-LDKUH,48,25-48 Months,75.15,High,3772.65,One year,Moderate Risk,1,1,0,901.8000000000001,0.0,0
4644-OBGFZ,55,49+ Months,19.5,Low,1026.35,One year,Moderate Risk,0,0,0,234.0,0.0,0
7926-IJOOU,1,0-12 Months,19.3,Low,19.3,Month-to-month,High Risk,0,0,1,231.60000000000002,0.0,0
6480-YAGIY,45,25-48 Months,112.2,Very High,5031.85,One year,Moderate Risk,6,1,0,1346.4,0.0,0
4029-HPFVY,3,0-12 Months,70.3,High,220.4,Month-to-month,High Risk,0,1,1,843.5999999999999,0.0,0
7602-DBTOU,71,49+ Months,19.6,Low,1416.5,Two year,Low Risk,0,0,0,235.20000000000002,0.0,0
5345-BMKWB,8,0-12 Months,20.25,Low,158.35,Month-to-month,High Risk,0,0,1,243.0,0.0,0
3519-ZKXGG,3,0-12 Months,75.85,High,256.6,Month-to-month,High Risk,1,1,1,910.1999999999999,910.1999999999999,1
5457-COLHT,69,49+ Months,80.65,High,5542.55,Two year,Low Risk,5,0,0,967.8000000000001,0.0,0
6416-TVAIH,1,0-12 Months,68.5,Medium,68.5,Month-to-month,High Risk,0,1,1,822.0,822.0,1
5451-YHYPW,72,49+ Months,115.75,Very High,8443.7,Two year,Low Risk,7,1,0,1389.0,0.0,0
5108-ADXWO,11,0-12 Months,73.5,High,791.75,Month-to-month,High Risk,1,1,1,882.0,882.0,1
7998-WNZEM,71,49+ Months,80.6,High,5708.2,Two year,Low Risk,6,0,0,967.1999999999999,0.0,0
3066-RRJIO,1,0-12 Months,69.95,Medium,69.95,Month-to-month,High Risk,0,1,1,839.4000000000001,839.4000000000001,1
4664-NJCMS,33,25-48 Months,59.55,Medium,2016.3,Two year,Low Risk,5,0,0,714.5999999999999,0.0,0
0307-BCOPK,16,13-24 Months,19.05,Low,326.65,One year,Moderate Risk,0,0,0,228.60000000000002,0.0,0
7629-WFGLW,56,49+ Months,95.65,High,5471.75,One year,Moderate Risk,5,1,0,1147.8000000000002,0.0,0
2542-HYGIQ,1,0-12 Months,19.95,Low,19.95,Month-to-month,High Risk,0,0,1,239.39999999999998,0.0,0
6715-OFDBP,5,0-12 Months,70.05,High,346.4,Month-to-month,High Risk,3,0,1,840.5999999999999,840.5999999999999,1
5016-LIPDW,57,49+ Months,19.4,Low,1061.6,One year,Moderate Risk,0,0,0,232.79999999999998,0.0,0
6481-LXPWL,56,49+ Months,36.1,Medium,1971.5,One year,Moderate Risk,2,0,0,433.20000000000005,0.0,0
1567-DSCIC,8,0-12 Months,94.0,High,773.65,Month-to-month,High Risk,4,1,1,1128.0,1128.0,1
2150-UWTFY,22,13-24 Months,61.15,Medium,1422.05,Month-to-month,High Risk,3,0,1,733.8,733.8,1
6124-ACRHJ,1,0-12 Months,19.75,Low,19.75,Month-to-month,High Risk,0,0,1,237.0,0.0,0
9362-MWODR,40,25-48 Months,64.1,Medium,2460.35,Month-to-month,High Risk,3,0,1,769.1999999999999,0.0,0
9975-GPKZU,46,25-48 Months,19.75,Low,856.5,Two year,Low Risk,0,0,0,237.0,0.0,0
9625-RZFUK,63,49+ Months,19.7,Low,1275.85,Two year,Low Risk,0,0,0,236.39999999999998,0.0,0
5153-LXKDT,68,49+ Months,110.2,Very High,7467.5,Two year,Low Risk,6,1,0,1322.4,0.0,0
5161-UBZXI,69,49+ Months,106.35,Very High,7261.75,Two year,Low Risk,5,1,0,1276.1999999999998,0.0,0
1020-JPQOW,56,49+ Months,90.55,High,5116.6,Month-to-month,High Risk,4,1,1,1086.6,0.0,0
7919-ZODZZ,10,0-12 Months,65.9,Medium,660.05,One year,Moderate Risk,3,0,0,790.8000000000001,0.0,0
0565-JUPYD,63,49+ Months,104.5,Very High,6590.8,One year,Moderate Risk,6,1,0,1254.0,0.0,0
6867-ACCZI,24,13-24 Months,52.5,Medium,1208.15,Two year,Low Risk,5,0,0,630.0,0.0,0
5939-XAIXZ,19,13-24 Months,56.1,Medium,1033.9,Month-to-month,High Risk,2,0,1,673.2,0.0,0
9054-FOWNV,22,13-24 Months,88.75,High,1885.15,Month-to-month,High Risk,3,1,1,1065.0,0.0,0
2683-BPJSO,29,25-48 Months,84.45,High,2467.1,Month-to-month,High Risk,3,1,1,1013.4000000000001,1013.4000000000001,1
2157-MXBJS,13,13-24 Months,75.3,High,989.45,One year,Moderate Risk,4,0,0,903.5999999999999,903.5999999999999,1
8207-VVMYB,70,49+ Months,26.0,Low,2006.95,Two year,Low Risk,1,0,0,312.0,0.0,0
9732-EQMWY,49,49+ Months,99.4,High,5025.0,Month-to-month,High Risk,4,1,1,1192.8000000000002,0.0,0
9360-AHGNL,43,25-48 Months,109.55,Very High,4830.25,One year,Moderate Risk,6,1,0,1314.6,1314.6,1
1087-UDSIH,3,0-12 Months,19.6,Low,59.75,Month-to-month,High Risk,0,0,1,235.20000000000002,235.20000000000002,1
5269-NRGDP,42,25-48 Months,73.15,High,3088.25,One year,Moderate Risk,4,0,0,877.8000000000001,0.0,0
6195-MELTI,57,49+ Months,54.65,Medium,3134.7,One year,Moderate Risk,2,0,0,655.8,0.0,0
5485-WUYWF,2,0-12 Months,66.4,Medium,94.55,Month-to-month,High Risk,3,0,1,796.8000000000001,796.8000000000001,1
2121-JAFOM,72,49+ Months,115.55,Very High,8312.4,Two year,Low Risk,7,1,0,1386.6,0.0,0
8818-DOPVL,46,25-48 Months,104.45,Very High,4863.85,Month-to-month,High Risk,5,1,1,1253.4,0.0,0
2632-UCGVD,66,49+ Months,100.05,Very High,6871.9,Month-to-month,High Risk,4,1,1,1200.6,1200.6,1
5445-PZWGX,62,49+ Months,102.0,Very High,6529.25,One year,Moderate Risk,5,1,0,1224.0,1224.0,1
1227-UDMZR,72,49+ Months,91.15,High,6637.9,Two year,Low Risk,7,0,0,1093.8000000000002,0.0,0
5198-HQAEN,35,25-48 Months,89.7,High,3165.6,One year,Moderate Risk,3,1,0,1076.4,0.0,0
9170-CCKOU,17,13-24 Months,90.2,High,1454.15,Month-to-month,High Risk,4,1,1,1082.4,1082.4,1
2167-FQSTQ,72,49+ Months,92.4,High,6786.1,Two year,Low Risk,7,0,0,1108.8000000000002,0.0,0
2819-GWENI,28,25-48 Months,19.9,Low,543.0,One year,Moderate Risk,0,0,0,238.79999999999998,0.0,0
1043-YCUTE,56,49+ Months,25.15,Low,1327.15,Two year,Low Risk,1,0,0,301.79999999999995,301.79999999999995,1
3814-MLAXC,31,25-48 Months,79.85,High,2404.15,Month-to-month,High Risk,2,1,1,958.1999999999999,958.1999999999999,1
3572-UUHRS,45,25-48 Months,18.85,Low,867.3,One year,Moderate Risk,0,0,0,226.20000000000002,0.0,0
2692-PFYTJ,1,0-12 Months,25.75,Low,25.75,Month-to-month,High Risk,1,0,1,309.0,0.0,0
1226-UDFZR,2,0-12 Months,49.6,Medium,114.7,Month-to-month,High Risk,1,0,1,595.2,595.2,1
5955-EPOAZ,6,0-12 Months,20.95,Low,109.5,Month-to-month,High Risk,0,0,1,251.39999999999998,0.0,0
6821-JPCDC,48,25-48 Months,97.05,High,4692.95,One year,Moderate Risk,4,1,0,1164.6,0.0,0
8815-LMFLX,25,25-48 Months,25.4,Low,546.85,Month-to-month,High Risk,1,0,1,304.79999999999995,0.0,0
9135-HSWOC,64,49+ Months,19.7,Low,1274.05,Two year,Low Risk,0,0,0,236.39999999999998,0.0,0
8582-KRHPJ,50,49+ Months,35.0,Medium,1782.4,Month-to-month,High Risk,2,0,1,420.0,0.0,0
5811-IWXYM,52,49+ Months,101.25,Very High,5301.1,One year,Moderate Risk,4,1,0,1215.0,0.0,0
7044-YAACC,4,0-12 Months,70.2,High,280.35,Month-to-month,High Risk,0,1,1,842.4000000000001,0.0,0
8189-XRIKE,32,25-48 Months,90.95,High,2897.95,Month-to-month,High Risk,2,1,1,1091.4,0.0,0
1506-YJTYT,45,25-48 Months,73.85,High,3371.0,Two year,Low Risk,5,0,0,886.1999999999999,0.0,0
4123-DVHPH,9,0-12 Months,88.05,High,801.3,Month-to-month,High Risk,3,1,1,1056.6,0.0,0
6425-YQLLO,66,49+ Months,105.95,Very High,6975.25,One year,Moderate Risk,5,1,0,1271.4,1271.4,1
5442-UTCVD,3,0-12 Months,91.85,High,257.05,Month-to-month,High Risk,3,1,1,1102.1999999999998,1102.1999999999998,1
2228-BZDEE,54,49+ Months,20.1,Low,1079.45,Two year,Low Risk,0,0,0,241.20000000000002,0.0,0
7734-DBOAI,1,0-12 Months,40.1,Medium,40.1,Month-to-month,High Risk,2,0,1,481.20000000000005,481.20000000000005,1
2789-CZANW,64,49+ Months,110.3,Very High,6997.3,Two year,Low Risk,6,1,0,1323.6,0.0,0
2091-RFFBA,31,25-48 Months,73.9,High,2217.15,Month-to-month,High Risk,1,1,1,886.8000000000001,886.8000000000001,1
2114-MGINA,14,13-24 Months,89.8,High,1129.1,Month-to-month,High Risk,2,1,1,1077.6,1077.6,1
7596-LDUXP,12,0-12 Months,85.15,High,979.05,One year,Moderate Risk,2,1,0,1021.8000000000001,0.0,0
3740-RLMVT,67,49+ Months,60.95,Medium,4119.4,One year,Moderate Risk,3,0,0,731.4000000000001,0.0,0
4489-SNOJF,35,25-48 Months,72.25,High,2568.55,Month-to-month,High Risk,5,0,1,867.0,867.0,1
2192-OZITF,45,25-48 Months,73.55,High,3349.1,Two year,Low Risk,4,0,0,882.5999999999999,0.0,0
5651-CPDND,10,0-12 Months,46.0,Medium,492.1,Month-to-month,High Risk,0,0,1,552.0,0.0,0
2186-QZEYA,29,25-48 Months,58.55,Medium,1718.95,Month-to-month,High Risk,3,0,1,702.5999999999999,0.0,0
1131-ALZWV,24,13-24 Months,24.6,Low,605.25,One year,Moderate Risk,1,0,0,295.20000000000005,0.0,0
7729-XBTWX,66,49+ Months,19.75,Low,1344.5,Two year,Low Risk,0,0,0,237.0,0.0,0
9134-WYRVP,51,49+ Months,86.35,High,4267.15,One year,Moderate Risk,2,1,0,1036.1999999999998,0.0,0
3284-SVCRO,45,25-48 Months,25.5,Low,1121.05,Two year,Low Risk,1,0,0,306.0,0.0,0
9732-OUYRN,49,49+ Months,19.0,Low,918.7,One year,Moderate Risk,0,0,0,228.0,0.0,0
0559-CKHUS,29,25-48 Months,19.55,Low,521.8,Two year,Low Risk,0,0,0,234.60000000000002,0.0,0
2931-SVLTV,40,25-48 Months,110.1,Very High,4469.1,Month-to-month,High Risk,6,1,1,1321.1999999999998,0.0,0
6899-PPEEA,37,25-48 Months,96.55,High,3580.3,Month-to-month,High Risk,3,1,1,1158.6,1158.6,1
7504-UWHNB,25,25-48 Months,69.75,Medium,1729.35,Month-to-month,High Risk,0,1,1,837.0,0.0,0
2582-FFFZR,22,13-24 Months,50.6,Medium,1073.3,Month-to-month,High Risk,3,0,1,607.2,0.0,0
8908-NMQTX,72,49+ Months,65.6,Medium,4566.5,Two year,Low Risk,6,0,0,787.1999999999999,0.0,0
2187-LZGPL,7,0-12 Months,40.1,Medium,293.3,Month-to-month,High Risk,2,0,1,481.20000000000005,481.20000000000005,1
1431-AIDJQ,33,25-48 Months,82.1,High,2603.1,Two year,Low Risk,5,0,0,985.1999999999999,0.0,0
6288-LBEAR,23,13-24 Months,79.1,High,1783.75,Month-to-month,High Risk,2,1,1,949.1999999999999,0.0,0
4597-NUCQV,24,13-24 Months,101.25,Very High,2440.15,Month-to-month,High Risk,4,1,1,1215.0,1215.0,1
9019-QVLZD,1,0-12 Months,79.55,High,79.55,Month-to-month,High Risk,1,1,1,954.5999999999999,954.5999999999999,1
8413-YNHNV,69,49+ Months,90.65,High,6322.1,Two year,Low Risk,7,0,0,1087.8000000000002,0.0,0
5808-TOTXO,3,0-12 Months,20.55,Low,57.4,One year,Moderate Risk,0,0,0,246.60000000000002,0.0,0
4369-NYSCF,56,49+ Months,75.75,High,4284.65,One year,Moderate Risk,4,0,0,909.0,0.0,0
6333-YDVLT,65,49+ Months,110.0,Very High,7138.65,One year,Moderate Risk,6,1,0,1320.0,0.0,0
5324-KTGCG,71,49+ Months,20.85,Low,1539.75,One year,Moderate Risk,0,0,0,250.20000000000002,0.0,0
5599-HVLTW,14,13-24 Months,80.35,High,1058.1,Month-to-month,High Risk,2,1,1,964.1999999999999,0.0,0
7394-LWLYN,2,0-12 Months,70.15,High,123.8,Month-to-month,High Risk,0,1,1,841.8000000000001,0.0,0
3707-LRWZD,32,25-48 Months,84.05,High,2781.85,One year,Moderate Risk,2,1,0,1008.5999999999999,1008.5999999999999,1
6873-UDNLD,40,25-48 Months,67.45,Medium,2731.0,Month-to-month,High Risk,3,0,1,809.4000000000001,0.0,0
2700-LUEVA,1,0-12 Months,20.75,Low,20.75,Month-to-month,High Risk,0,0,1,249.0,0.0,0
1455-ESIQH,1,0-12 Months,89.1,High,89.1,Month-to-month,High Risk,2,1,1,1069.1999999999998,1069.1999999999998,1
0958-YHXGP,7,0-12 Months,69.9,Medium,497.3,Month-to-month,High Risk,0,1,1,838.8000000000001,0.0,0
1101-SSWAG,15,13-24 Months,51.1,Medium,711.15,Month-to-month,High Risk,1,0,1,613.2,0.0,0
2979-SXESE,17,13-24 Months,94.4,High,1607.2,Month-to-month,High Risk,4,1,1,1132.8000000000002,1132.8000000000002,1
4013-TLDHQ,19,13-24 Months,78.25,High,1490.95,Month-to-month,High Risk,2,1,1,939.0,939.0,1
5743-KHMNA,71,49+ Months,25.55,Low,1898.1,Two year,Low Risk,1,0,0,306.6,0.0,0
4194-FJARJ,54,49+ Months,60.0,Medium,3273.95,Two year,Low Risk,3,0,0,720.0,0.0,0
5325-UWTWJ,31,25-48 Months,90.55,High,2929.75,Month-to-month,High Risk,4,1,1,1086.6,0.0,0
3969-GYXEL,11,0-12 Months,76.4,High,838.7,Month-to-month,High Risk,1,1,1,916.8000000000001,0.0,0
9208-OLGAQ,18,13-24 Months,84.95,High,1443.65,Month-to-month,High Risk,2,1,1,1019.4000000000001,0.0,0
3244-CQPHU,72,49+ Months,110.1,Very High,7746.7,Two year,Low Risk,6,1,0,1321.1999999999998,0.0,0
2674-MLXMN,71,49+ Months,99.65,High,6951.15,Month-to-month,High Risk,4,1,1,1195.8000000000002,0.0,0
9708-HPXWZ,5,0-12 Months,45.4,Medium,214.75,Month-to-month,High Risk,3,0,1,544.8,0.0,0
6992-TKNYO,38,25-48 Months,69.0,Medium,2669.45,One year,Moderate Risk,4,0,0,828.0,0.0,0
4468-YDOVK,5,0-12 Months,48.65,Medium,235.2,Month-to-month,High Risk,1,0,1,583.8,0.0,0
3754-DXMRT,2,0-12 Months,44.15,Medium,92.65,Month-to-month,High Risk,0,0,1,529.8,529.8,1
5792-JALQC,52,49+ Months,59.85,Medium,3103.25,Two year,Low Risk,3,0,0,718.2,0.0,0
7130-VTEWQ,8,0-12 Months,75.75,High,606.25,Month-to-month,High Risk,1,1,1,909.0,909.0,1
2200-DSAAL,68,49+ Months,80.65,High,5330.2,Two year,Low Risk,5,0,0,967.8000000000001,0.0,0
4302-ZYFEL,69,49+ Months,20.55,Low,1403.1,One year,Moderate Risk,0,0,0,246.60000000000002,0.0,0
9351-LZYGF,42,25-48 Months,66.4,Medium,2727.8,Month-to-month,High Risk,4,0,1,796.8000000000001,0.0,0
4366-CTOUZ,50,49+ Months,100.2,Very High,5038.45,Two year,Low Risk,4,1,0,1202.4,0.0,0
6121-VZNQB,1,0-12 Months,19.1,Low,19.1,Month-to-month,High Risk,0,0,1,229.20000000000002,229.20000000000002,1
7903-CMPEY,1,0-12 Months,80.3,High,80.3,Month-to-month,High Risk,2,1,1,963.5999999999999,963.5999999999999,1
1518-OMDIK,33,25-48 Months,44.55,Medium,1462.6,Month-to-month,High Risk,0,0,1,534.5999999999999,0.0,0
6671-NGWON,7,0-12 Months,20.35,Low,150.6,Month-to-month,High Risk,0,0,1,244.20000000000002,0.0,0
0595-ITUDF,64,49+ Months,91.8,High,5960.5,Month-to-month,High Risk,4,1,1,1101.6,0.0,0
6996-KNSML,1,0-12 Months,74.9,High,74.9,Month-to-month,High Risk,1,1,1,898.8000000000001,898.8000000000001,1
1955-IBMMB,59,49+ Months,20.2,Low,1192.3,Two year,Low Risk,0,0,0,242.39999999999998,0.0,0
0096-BXERS,6,0-12 Months,50.35,Medium,314.55,Month-to-month,High Risk,1,0,1,604.2,0.0,0
3806-YAZOV,3,0-12 Months,18.8,Low,56.0,Month-to-month,High Risk,0,0,1,225.60000000000002,0.0,0
7998-ZLXWN,15,13-24 Months,20.45,Low,330.8,Month-to-month,High Risk,0,0,1,245.39999999999998,0.0,0
6253-WRFHY,13,13-24 Months,64.75,Medium,877.35,One year,Moderate Risk,2,0,0,777.0,0.0,0
9133-AYJZG,23,13-24 Months,98.7,High,2249.1,Month-to-month,High Risk,4,1,1,1184.4,0.0,0
2675-OTVVJ,31,25-48 Months,89.45,High,2807.65,Month-to-month,High Risk,3,1,1,1073.4,0.0,0
8680-CGLTP,29,25-48 Months,58.75,Medium,1696.2,One year,Moderate Risk,3,0,0,705.0,0.0,0
8430-TWCBX,49,49+ Months,20.7,Low,1032.05,One year,Moderate Risk,0,0,0,248.39999999999998,0.0,0
5018-GWURO,56,49+ Months,85.6,High,4902.8,Month-to-month,High Risk,2,1,1,1027.1999999999998,0.0,0
6741-QRLUP,63,49+ Months,80.3,High,4995.35,Two year,Low Risk,6,0,0,963.5999999999999,0.0,0
4737-HOBAX,63,49+ Months,79.8,High,5034.05,Two year,Low Risk,5,0,0,957.5999999999999,0.0,0
0537-QYZZN,24,13-24 Months,79.85,High,1857.75,Month-to-month,High Risk,2,1,1,958.1999999999999,0.0,0
3340-QBBFM,36,25-48 Months,54.1,Medium,1992.85,One year,Moderate Risk,2,0,0,649.2,0.0,0
1704-NRWYE,9,0-12 Months,80.85,High,751.65,Month-to-month,High Risk,1,1,1,970.1999999999999,970.1999999999999,1
2592-SEIFQ,3,0-12 Months,24.75,Low,66.95,Month-to-month,High Risk,0,0,1,297.0,297.0,1
8200-KLNYW,21,13-24 Months,80.9,High,1714.95,One year,Moderate Risk,5,0,0,970.8000000000001,0.0,0
3372-CDXFJ,13,13-24 Months,24.5,Low,343.6,One year,Moderate Risk,1,0,0,294.0,0.0,0
4781-ZXYGU,1,0-12 Months,20.15,Low,20.15,Month-to-month,High Risk,0,0,1,241.79999999999998,0.0,0
7632-YUTXB,25,25-48 Months,20.05,Low,520.1,One year,Moderate Risk,0,0,0,240.60000000000002,0.0,0
2718-YSKCS,71,49+ Months,19.6,Low,1387.45,Two year,Low Risk,0,0,0,235.20000000000002,0.0,0
9896-UYMIE,66,49+ Months,114.3,Very High,7383.7,One year,Moderate Risk,7,1,0,1371.6,0.0,0
0853-NWIFK,45,25-48 Months,100.3,Very High,4483.95,One year,Moderate Risk,4,1,0,1203.6,0.0,0
8212-CRQXP,22,13-24 Months,80.0,High,1706.45,Month-to-month,High Risk,1,1,1,960.0,0.0,0
6980-CDGFC,67,49+ Months,20.85,Low,1327.4,One year,Moderate Risk,0,0,0,250.20000000000002,0.0,0
7691-XVTZH,68,49+ Months,89.95,High,5974.3,Two year,Low Risk,3,1,0,1079.4,0.0,0
2520-SGTTA,0,0-12 Months,20.0,Low,0.0,Two year,Low Risk,0,0,0,240.0,0.0,0
7481-ATQQS,49,49+ Months,90.85,High,4515.85,Month-to-month,High Risk,3,1,1,1090.1999999999998,1090.1999999999998,1
2277-VWCNI,4,0-12 Months,48.75,Medium,179.85,Month-to-month,High Risk,1,0,1,585.0,0.0,0
1088-CNNKB,63,49+ Months,80.0,High,5040.2,One year,Moderate Risk,6,0,0,960.0,0.0,0
8642-GVWRF,2,0-12 Months,79.7,High,165.0,Month-to-month,High Risk,2,1,1,956.4000000000001,956.4000000000001,1
1930-BZLHI,21,13-24 Months,20.35,Low,422.7,One year,Moderate Risk,0,0,0,244.20000000000002,0.0,0
