customerID,Contract,tenure,MonthlyCharges,estimated_annual_revenue,predicted_churn_probability,predicted_risk_band,predicted_revenue_at_risk,retention_priority_score,priority_tier,customer_value_band,recommended_offer_type,retention_action
9367-WXLCH,Month-to-month,8,84.5,1014.0,0.6717820121791943,High,681.19,681.19,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6161-UUUTA,Month-to-month,3,79.9,958.8,0.7102698578684858,High,681.01,681.01,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8784-CGILN,Month-to-month,18,99.85,1198.1999999999998,0.5683432879761353,High,680.99,680.99,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9360-OMDZZ,Month-to-month,24,94.1,1129.1999999999998,0.6028796071077653,High,680.77,680.77,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7858-GTZSP,Month-to-month,12,86.55,1038.6,0.6553879207624858,High,680.69,680.69,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1597-LHYNC,Month-to-month,26,95.0,1140.0,0.5968663200283323,High,680.43,680.43,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8938-UMKPI,Month-to-month,47,106.4,1276.8000000000002,0.5328405709196771,High,680.33,680.33,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0939-YAPAF,Month-to-month,35,100.25,1203.0,0.5653711410838785,High,680.14,680.14,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9961-JBNMK,Month-to-month,21,96.8,1161.6,0.5850659337666733,High,679.61,679.61,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1062-LHZOD,Month-to-month,1,69.9,838.8000000000001,0.8099891509089286,Critical,679.42,679.42,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
1977-STDKI,Month-to-month,1,73.0,876.0,0.7753885687161408,Critical,679.24,679.24,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
5937-EORGB,Month-to-month,15,96.5,1158.0,0.5864640104397736,High,679.13,679.13,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5429-LWCMV,Month-to-month,12,89.15,1069.8000000000002,0.6347496580117211,High,679.06,679.06,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2985-FMWYF,Month-to-month,23,93.5,1122.0,0.6046009101804688,High,678.36,678.36,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2080-CAZNM,Month-to-month,41,104.4,1252.8000000000002,0.5413417062462652,High,678.19,678.19,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4210-QFJMF,Month-to-month,4,79.15,949.8,0.7138221025369994,High,677.99,677.99,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5835-BEQEU,Month-to-month,3,76.95,923.4,0.734044697438838,High,677.82,677.82,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5480-TBGPH,Month-to-month,24,99.3,1191.6,0.5684296975668605,High,677.34,677.34,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4633-MKHYU,Month-to-month,9,88.4,1060.8000000000002,0.6383506832907252,High,677.16,677.16,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5564-NEMQO,Month-to-month,1,75.3,903.6,0.7488511277400861,High,676.66,676.66,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1113-IUJYX,One year,14,105.95,1271.4,0.5321460830779683,High,676.57,676.57,P2,High Value,Discount / pricing support,Proactive outreach with pricing/value reinforcement
4373-MAVJG,Month-to-month,14,90.9,1090.8000000000002,0.6202407749583788,High,676.56,676.56,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7508-MYBOG,Month-to-month,14,86.1,1033.1999999999998,0.6546474431537626,High,676.38,676.38,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5609-CEBID,Month-to-month,20,94.1,1129.1999999999998,0.5987546944042292,High,676.11,676.11,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6393-WRYZE,Month-to-month,34,97.65,1171.8000000000002,0.5768800834951547,High,675.99,675.99,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7153-OANIO,Month-to-month,1,69.95,839.4000000000001,0.8052071820697592,Critical,675.89,675.89,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
2474-BRUCM,Month-to-month,40,101.85,1222.1999999999998,0.5521090876062683,High,674.79,674.79,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2856-HYAPG,Month-to-month,1,68.65,823.8000000000001,0.8186298495024074,Critical,674.39,674.39,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
5959-BELXA,Month-to-month,32,96.15,1153.8000000000002,0.584388617442218,High,674.27,674.27,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9897-KXHCM,Month-to-month,3,80.3,963.6,0.6996009940266174,High,674.14,674.14,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4395-PZMSN,Month-to-month,5,85.55,1026.6,0.6562477214900059,High,673.7,673.7,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9279-CJEOJ,Month-to-month,21,95.4,1144.8000000000002,0.5880154031931194,High,673.16,673.16,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7881-INRLC,Month-to-month,45,100.85,1210.1999999999998,0.5556376288558359,High,672.43,672.43,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2657-VPXTA,Month-to-month,10,88.85,1066.1999999999998,0.6305813673800553,High,672.33,672.33,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4817-VYYWS,Month-to-month,30,100.2,1202.4,0.5589083117133025,High,672.03,672.03,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7363-QTBIW,Month-to-month,9,79.75,957.0,0.7017859115211973,High,671.61,671.61,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8059-UDZFY,Month-to-month,33,105.35,1264.1999999999998,0.5312007502758517,High,671.54,671.54,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4086-YQSNZ,Month-to-month,3,80.4,964.8,0.6957986591320566,High,671.31,671.31,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1343-EHPYB,Month-to-month,63,103.4,1240.8000000000002,0.5409045906767066,High,671.15,671.15,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2516-VQRRV,Month-to-month,2,75.45,905.4,0.7409312014722997,High,670.84,670.84,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0876-WDUUZ,Month-to-month,5,85.4,1024.8000000000002,0.6544431623097183,High,670.67,670.67,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9412-GHEEC,Month-to-month,40,104.8,1257.6,0.5328490864274377,High,670.11,670.11,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6229-LSCKB,Month-to-month,6,79.7,956.4,0.7005173294906435,High,669.97,669.97,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2276-YDAVZ,Month-to-month,3,75.1,901.2,0.7426740580202407,High,669.3,669.3,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5947-SGKCL,Month-to-month,15,105.35,1264.1999999999998,0.5293790966152613,High,669.24,669.24,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4385-GZQXV,Month-to-month,16,94.45,1133.4,0.5904629466268635,High,669.23,669.23,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8709-KRDVL,Month-to-month,33,100.0,1200.0,0.5575217660534785,High,669.03,669.03,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5935-FCCNB,Month-to-month,17,94.2,1130.4,0.591814345231434,High,668.99,668.99,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8752-STIVR,Month-to-month,4,79.0,948.0,0.7051760494049749,High,668.51,668.51,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9837-BMCLM,Month-to-month,3,78.5,942.0,0.7094020929322642,High,668.26,668.26,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7402-EYFXX,Month-to-month,26,93.6,1123.1999999999998,0.594677085412262,High,667.94,667.94,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4971-PUYQO,Month-to-month,27,94.55,1134.6,0.58865234124758,High,667.88,667.88,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2107-FBPTK,Month-to-month,30,104.1,1249.1999999999998,0.5340383242021876,High,667.12,667.12,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0722-TROQR,Month-to-month,4,74.9,898.8000000000001,0.7420231309260524,High,666.93,666.93,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
9253-QXKBE,Month-to-month,29,94.45,1133.4,0.5884305501050965,High,666.93,666.93,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4806-KEXQR,Month-to-month,4,79.9,958.8,0.6954893299518284,High,666.84,666.84,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6110-OHIHY,Month-to-month,3,79.25,951.0,0.7010046878841335,High,666.66,666.66,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6435-SRWBJ,Month-to-month,5,82.75,993.0,0.6713142151121442,High,666.62,666.62,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2789-HQBOU,Month-to-month,3,80.35,964.2,0.6904354144519969,High,665.72,665.72,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1264-BYWMS,Month-to-month,55,96.8,1161.6,0.5725741345294023,High,665.1,665.1,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5630-IXDXV,Month-to-month,47,106.35,1276.1999999999998,0.5202511378210377,High,663.94,663.94,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5520-FVEWJ,Month-to-month,12,84.5,1014.0,0.6539324259008514,High,663.09,663.09,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8642-GVWRF,Month-to-month,2,79.7,956.4,0.6930077416621674,High,662.79,662.79,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3254-YRILK,Month-to-month,19,88.2,1058.4,0.6260925992526053,High,662.66,662.66,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4369-HTUIF,Month-to-month,6,85.15,1021.8,0.6478732619800776,High,662.0,662.0,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9190-MFJLN,Month-to-month,19,95.9,1150.8000000000002,0.5749417339541154,High,661.64,661.64,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3422-GALYP,Month-to-month,2,79.45,953.4,0.6938404424409392,High,661.51,661.51,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9912-GVSEQ,Month-to-month,26,93.85,1126.1999999999998,0.5869501227632572,High,661.02,661.02,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1965-AKTSX,Month-to-month,14,78.95,947.4,0.6973698758129405,High,660.69,660.69,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6467-CHFZW,Month-to-month,47,99.35,1192.1999999999998,0.5538986597846993,High,660.36,660.36,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1853-UDXBW,Month-to-month,1,70.0,840.0,0.7859844117252035,Critical,660.23,660.23,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
8118-TJAFG,Month-to-month,9,101.5,1218.0,0.5417022651050514,High,659.79,659.79,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7752-XUSCI,Month-to-month,60,105.9,1270.8000000000002,0.5189742357806312,High,659.51,659.51,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1618-CFHME,Month-to-month,2,75.9,910.8,0.7240155001160531,High,659.43,659.43,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7056-IMHCC,Month-to-month,53,101.9,1222.8000000000002,0.5387020941726574,High,658.72,658.72,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7638-QVMVY,Month-to-month,7,79.0,948.0,0.6947720357466174,High,658.64,658.64,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3352-ALMCK,Month-to-month,40,102.65,1231.8000000000002,0.53457271632816,High,658.49,658.49,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3671-SHRSP,Month-to-month,4,80.6,967.2,0.6808168781840653,High,658.49,658.49,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2026-TGDHM,Month-to-month,7,79.3,951.6,0.6916805840706943,High,658.2,658.2,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5955-ERIHD,Month-to-month,18,94.7,1136.4,0.5787105817508025,High,657.65,657.65,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2024-BASKD,Month-to-month,1,74.6,895.1999999999999,0.7343537174872553,High,657.39,657.39,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
2123-AGEEN,Month-to-month,7,84.35,1012.2,0.6491019511826803,High,657.02,657.02,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1704-NRWYE,Month-to-month,9,80.85,970.2,0.6771758847559008,High,657.0,657.0,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4817-QRJSX,Month-to-month,10,81.0,972.0,0.675864688934025,High,656.94,656.94,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3791-LGQCY,Month-to-month,56,100.65,1207.8000000000002,0.5434457649876387,High,656.37,656.37,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1184-PJVDB,Month-to-month,10,79.95,959.4,0.6840778918374621,High,656.3,656.3,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7426-RHZGU,Month-to-month,9,95.9,1150.8000000000002,0.5702071121188704,High,656.19,656.19,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2114-MGINA,Month-to-month,14,89.8,1077.6,0.6089089627603685,High,656.16,656.16,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8378-LKJAF,Month-to-month,38,101.15,1213.8000000000002,0.540225282181232,High,655.73,655.73,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9231-ZJYAM,Month-to-month,4,78.85,946.2,0.69300212786146,High,655.72,655.72,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6595-YGXIT,Month-to-month,25,88.95,1067.4,0.6141721377282817,High,655.57,655.57,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5583-SXDAG,Month-to-month,1,70.0,840.0,0.7788941467203767,Critical,654.27,654.27,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
0727-IWKVK,Month-to-month,9,79.9,958.8,0.6821852275766741,High,654.08,654.08,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0637-YLETY,Month-to-month,16,95.6,1147.1999999999998,0.5700905813626043,High,654.01,654.01,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4686-UXDML,Month-to-month,21,99.85,1198.1999999999998,0.5456253892267546,High,653.77,653.77,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3489-HHPFY,Month-to-month,2,84.05,1008.6,0.6474611765070724,High,653.03,653.03,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1666-JXLKU,Month-to-month,37,100.05,1200.6,0.5438885177726628,High,652.99,652.99,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0151-ONTOV,Month-to-month,1,70.9,850.8000000000001,0.7671057392401344,Critical,652.65,652.65,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
8443-ZRDBZ,Month-to-month,4,76.05,912.6,0.7150329936283986,High,652.54,652.54,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4062-HBMOS,Month-to-month,52,103.05,1236.6,0.5276119874707439,High,652.44,652.44,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9415-DPEWS,Month-to-month,18,88.35,1060.1999999999998,0.6151292067885828,High,652.16,652.16,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0576-WNXXC,Month-to-month,27,95.55,1146.6,0.5682136796592598,High,651.51,651.51,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3096-GKWEB,Month-to-month,18,94.75,1137.0,0.5730016043793312,High,651.5,651.5,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0404-SWRVG,Month-to-month,3,74.4,892.8000000000001,0.7293982148421588,High,651.21,651.21,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
7341-LXCAF,Month-to-month,4,74.65,895.8000000000001,0.7268125906585235,High,651.08,651.08,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
7748-UMTRK,Month-to-month,30,101.3,1215.6,0.5355952166331472,High,651.07,651.07,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7495-OOKFY,Month-to-month,8,80.65,967.8,0.6725008396075609,High,650.85,650.85,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7235-NXZCP,Month-to-month,2,74.85,898.1999999999999,0.724167201526279,High,650.45,650.45,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
6771-XWBDM,Month-to-month,57,104.5,1254.0,0.5185953266226805,High,650.32,650.32,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4547-KQRTM,Month-to-month,10,80.05,960.6,0.6762446326717876,High,649.6,649.6,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3372-KWFBM,Month-to-month,16,86.6,1039.1999999999998,0.6250406414030003,High,649.54,649.54,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8922-LIEGH,Month-to-month,25,89.7,1076.4,0.6033379153145159,High,649.43,649.43,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4706-AXVKM,Month-to-month,11,84.8,1017.6,0.638046044263371,High,649.28,649.28,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2077-MPJQO,Month-to-month,7,75.4,904.8,0.7175175475561107,High,649.21,649.21,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1031-IIDEO,Month-to-month,1,70.85,850.1999999999999,0.7635864309313829,Critical,649.2,649.2,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
3249-ZPQRG,Month-to-month,4,78.45,941.4,0.6895531802014008,High,649.15,649.15,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2674-MIAHT,Month-to-month,4,80.3,963.6,0.6734805104068419,High,648.97,648.97,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0021-IKXGC,Month-to-month,1,72.1,865.1999999999999,0.7500517801959672,Critical,648.94,648.94,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
1469-LBJQJ,Month-to-month,66,105.2,1262.4,0.5140092653288685,High,648.89,648.89,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6651-AZVTJ,Month-to-month,49,99.8,1197.6,0.5417789488808661,High,648.83,648.83,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1980-KXVPM,Month-to-month,3,75.05,900.5999999999999,0.7201767250439043,High,648.59,648.59,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2719-BDAQO,Month-to-month,17,93.85,1126.1999999999998,0.5758242596455669,High,648.49,648.49,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6416-TVAIH,Month-to-month,1,68.5,822.0,0.788718647543209,Critical,648.33,648.33,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
0447-RXSGD,Month-to-month,24,99.65,1195.8000000000002,0.5418746319308453,High,647.97,647.97,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5980-NOPLP,Month-to-month,44,96.1,1153.1999999999998,0.5610733909763589,High,647.03,647.03,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2135-DQWAQ,Month-to-month,5,85.3,1023.6,0.6314045452960445,High,646.31,646.31,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0899-LIIBW,Month-to-month,34,100.85,1210.1999999999998,0.5338567654681309,High,646.07,646.07,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6424-ELEYH,Month-to-month,3,74.75,897.0,0.719919982992857,High,645.77,645.77,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
6116-RFVHN,Month-to-month,34,100.45,1205.4,0.5357338088038792,High,645.77,645.77,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7198-GLXTC,Month-to-month,2,79.0,948.0,0.6809781588377448,High,645.57,645.57,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8943-URTMR,Month-to-month,2,79.65,955.8,0.6753784259764223,High,645.53,645.53,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3074-GQWYX,Month-to-month,5,75.9,910.8,0.7087154261150376,High,645.5,645.5,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6357-JJPQT,Month-to-month,3,80.5,966.0,0.6678865808386563,High,645.18,645.18,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8380-PEFPE,Month-to-month,1,71.65,859.8000000000001,0.7502505918702917,Critical,645.07,645.07,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
1320-HTRDR,Month-to-month,3,75.5,906.0,0.7111914678159471,High,644.34,644.34,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5729-KLZAR,Month-to-month,4,80.85,970.2,0.6636283219325485,High,643.85,643.85,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1891-UAWWU,Month-to-month,20,90.8,1089.6,0.5908933952324291,High,643.84,643.84,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9189-JWSHV,Month-to-month,24,93.55,1122.6,0.5734303320439735,High,643.73,643.73,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7714-YXSMB,Month-to-month,26,100.5,1206.0,0.5337731911148147,High,643.73,643.73,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4124-MMETB,Month-to-month,22,94.65,1135.8000000000002,0.5666628917829242,High,643.62,643.62,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0519-XUZJU,Month-to-month,1,70.75,849.0,0.7580828365532478,Critical,643.61,643.61,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6986-IXNDM,Month-to-month,14,92.9,1114.8000000000002,0.5770833877866443,High,643.33,643.33,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2959-MJHIC,Month-to-month,4,80.35,964.2,0.6670247834904103,High,643.15,643.15,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8644-XLFBW,Month-to-month,1,71.65,859.8000000000001,0.7478436970356972,High,643.0,643.0,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
8185-UPYBR,Month-to-month,6,75.5,906.0,0.7096286702948504,High,642.92,642.92,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7270-BDIOA,Month-to-month,22,90.0,1080.0,0.5943631371284386,High,641.91,641.91,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7225-CBZPL,Month-to-month,17,94.8,1137.6,0.5642226265729882,High,641.86,641.86,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0968-GSIKN,Month-to-month,1,70.8,849.5999999999999,0.7546929544464137,Critical,641.19,641.19,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6377-WHAOX,Month-to-month,60,106.15,1273.8000000000002,0.5033205632142522,High,641.13,641.13,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2619-WFQWU,Month-to-month,1,70.15,841.8000000000001,0.7615747886200087,Critical,641.09,641.09,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
9985-MWVIX,Month-to-month,1,70.15,841.8000000000001,0.7615747886200087,Critical,641.09,641.09,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
4277-PVRAN,Month-to-month,8,80.1,961.2,0.6657856144685013,High,639.95,639.95,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4229-CZMLL,Month-to-month,6,74.9,898.8000000000001,0.7114987346310953,High,639.5,639.5,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
8417-FMLZI,Month-to-month,6,83.55,1002.6,0.6372540955974374,High,638.91,638.91,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5570-PTWEH,Month-to-month,3,75.15,901.8,0.7083272704533164,High,638.77,638.77,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3197-ARFOY,Month-to-month,19,105.0,1260.0,0.5066353408012441,High,638.36,638.36,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5244-IRFIH,Month-to-month,33,94.5,1134.0,0.5628070491698544,High,638.22,638.22,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4514-GFCFI,Month-to-month,16,84.75,1017.0,0.6275271438573384,High,638.2,638.2,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0872-NXJYS,Month-to-month,9,79.55,954.6,0.668362138476231,High,638.02,638.02,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6127-ISGTU,Month-to-month,16,84.95,1019.4,0.625506185532581,High,637.64,637.64,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8802-UNOJF,Month-to-month,12,83.8,1005.6,0.633733389095389,High,637.28,637.28,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2809-ZMYOQ,Month-to-month,32,101.35,1216.1999999999998,0.5239522771535879,High,637.23,637.23,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
