customerID,Contract,tenure,MonthlyCharges,estimated_annual_revenue,predicted_churn_probability,predicted_risk_band,predicted_revenue_at_risk,retention_priority_score,priority_tier,customer_value_band,recommended_offer_type,retention_action
4821-SJHJV,Month-to-month,32,89.6,1075.1999999999998,0.292609180155374,Moderate,314.61,314.61,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7346-MEDWM,Month-to-month,59,83.25,999.0,0.2699392042849799,Moderate,269.67,269.67,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1137-DGOWI,One year,30,70.25,843.0,0.0973997786796646,Low,82.11,82.11,P4,Medium Value,No immediate offer,Monitor only
5616-PRTNT,Month-to-month,20,19.4,232.8,0.2555777693696278,Moderate,59.5,59.5,P4,Standard Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
3812-LRZIR,Two year,27,24.5,294.0,0.0956412705558977,Low,28.12,28.12,P4,Standard Value,No immediate offer,Monitor only
4818-QIUFN,Month-to-month,20,79.15,949.8,0.4884007071757829,Moderate,463.88,463.88,P2,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
9483-GCPWE,One year,9,20.1,241.2,0.0233705162873219,Low,5.64,5.64,P4,Standard Value,No immediate offer,Monitor only
4227-OJHAL,One year,68,73.0,876.0,0.072604253980457,Low,63.6,63.6,P4,Medium Value,No immediate offer,Monitor only
9220-CXRSC,Two year,69,61.4,736.8,0.0254387731856435,Low,18.74,18.74,P4,Medium Value,No immediate offer,Monitor only
4993-JCRGJ,Month-to-month,26,84.3,1011.6,0.3065121839094343,Moderate,310.07,310.07,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
9537-JALFH,Two year,69,19.9,238.8,0.0014636701655346,Low,0.35,0.35,P4,Standard Value,No immediate offer,Monitor only
6698-OXETB,Two year,11,20.4,244.8,0.0135753964660125,Low,3.32,3.32,P4,Standard Value,No immediate offer,Monitor only
2103-ZRXFN,Month-to-month,1,50.75,609.0,0.5255131958716219,High,320.04,320.04,P3,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
3724-BSCVH,One year,10,20.45,245.4,0.0372304587480535,Low,9.14,9.14,P4,Standard Value,No immediate offer,Monitor only
4877-TSOFF,One year,55,75.75,909.0,0.0779662399983287,Low,70.87,70.87,P4,Medium Value,No immediate offer,Monitor only
9209-NWPGU,One year,44,65.4,784.8000000000001,0.0462216854859935,Low,36.27,36.27,P4,Medium Value,No immediate offer,Monitor only
6961-VCPMC,Month-to-month,46,80.4,964.8,0.4627521750814069,Moderate,446.46,446.46,P2,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7306-YDSOI,Two year,69,59.75,717.0,0.0046283995988262,Low,3.32,3.32,P4,Medium Value,No immediate offer,Monitor only
5288-AHOUP,Month-to-month,11,78.5,942.0,0.5485314494116922,High,516.72,516.72,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6688-UZPWD,Month-to-month,11,102.0,1224.0,0.7989766535490616,Critical,977.95,977.95,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
0655-YDGFJ,Month-to-month,29,48.95,587.4000000000001,0.1178607151767491,Low,69.23,69.23,P4,Standard Value,No immediate offer,Monitor only
8468-EHYJA,Month-to-month,57,99.65,1195.8000000000002,0.3200442731947634,Moderate,382.71,382.71,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
6823-SIDFQ,One year,28,18.25,219.0,0.0039764832977936,Low,0.87,0.87,P4,Standard Value,No immediate offer,Monitor only
1097-FSPVW,Month-to-month,42,54.55,654.5999999999999,0.1143448490675494,Low,74.85,74.85,P4,Medium Value,No immediate offer,Monitor only
2839-RFSQE,Month-to-month,2,20.65,247.8,0.1593191156346139,Low,39.48,39.48,P4,Standard Value,No immediate offer,Monitor only
8328-SKJNO,One year,23,40.65,487.7999999999999,0.0448618656875766,Low,21.88,21.88,P4,Standard Value,No immediate offer,Monitor only
7010-ZMVBF,Month-to-month,18,20.45,245.4,0.069818068043804,Low,17.13,17.13,P4,Standard Value,No immediate offer,Monitor only
5201-CBWYG,One year,62,24.8,297.6,0.0215888570638095,Low,6.42,6.42,P4,Standard Value,No immediate offer,Monitor only
0968-GSIKN,Month-to-month,1,70.8,849.5999999999999,0.7546929544464137,Critical,641.19,641.19,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
1965-DDBWU,Month-to-month,16,89.05,1068.6,0.4394299356403972,Moderate,469.57,469.57,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
9057-SIHCH,Month-to-month,3,96.6,1159.1999999999998,0.8608349094592446,Critical,997.88,997.88,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
6352-GIGGQ,One year,67,88.8,1065.6,0.0935695338497903,Low,99.71,99.71,P4,High Value,No immediate offer,Monitor only
3635-QQRQD,Two year,62,20.05,240.6,0.0073646171569485,Low,1.77,1.77,P4,Standard Value,No immediate offer,Monitor only
6771-XWBDM,Month-to-month,57,104.5,1254.0,0.5185953266226805,High,650.32,650.32,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2897-DOVND,Month-to-month,2,69.8,837.5999999999999,0.5786348913527165,High,484.66,484.66,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
3082-YVEKW,Two year,23,77.15,925.8,0.0225493964170979,Low,20.88,20.88,P4,Medium Value,No immediate offer,Monitor only
0191-EQUUH,Two year,25,35.05,420.6,0.0315307462598145,Low,13.26,13.26,P4,Standard Value,No immediate offer,Monitor only
7134-HBPBS,Two year,72,108.1,1297.1999999999998,0.0762046430396447,Low,98.85,98.85,P4,High Value,No immediate offer,Monitor only
3489-HHPFY,Month-to-month,2,84.05,1008.6,0.6474611765070724,High,653.03,653.03,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2926-JEJJC,One year,8,20.2,242.4,0.0707378026112681,Low,17.15,17.15,P4,Standard Value,No immediate offer,Monitor only
8601-QACRS,Month-to-month,5,50.6,607.2,0.4225562717964796,Moderate,256.58,256.58,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
4950-BDEUX,Month-to-month,35,49.2,590.4000000000001,0.1971186003102181,Low,116.38,116.38,P4,Standard Value,No immediate offer,Monitor only
5789-LDFXO,One year,24,24.6,295.20000000000005,0.0477588017051089,Low,14.1,14.1,P4,Standard Value,No immediate offer,Monitor only
0508-OOLTO,Month-to-month,2,71.65,859.8000000000001,0.5500068620041874,High,472.9,472.9,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
2984-TBYKU,Two year,72,104.9,1258.8000000000002,0.0599379961394706,Low,75.45,75.45,P4,High Value,No immediate offer,Monitor only
9822-WMWVG,Month-to-month,41,106.5,1278.0,0.3655747050543019,Moderate,467.2,467.2,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2391-SOORI,Month-to-month,4,49.35,592.2,0.3656405214136069,Moderate,216.53,216.53,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
9040-KZVWO,One year,26,75.5,906.0,0.1004254170588265,Low,90.99,90.99,P4,Medium Value,No immediate offer,Monitor only
2645-QTLMB,Month-to-month,7,94.25,1131.0,0.7687193725276154,Critical,869.42,869.42,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
4806-HIPDW,Month-to-month,1,68.95,827.4000000000001,0.8480936794455232,Critical,701.71,701.71,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
1548-ARAGG,Month-to-month,4,58.5,702.0,0.2626646922353877,Moderate,184.39,184.39,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
6339-RZCBJ,Two year,48,78.9,946.8,0.013283538172847,Low,12.58,12.58,P4,Medium Value,No immediate offer,Monitor only
4424-TKOPW,Month-to-month,2,93.85,1126.1999999999998,0.882598097428057,Critical,993.98,993.98,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
4415-WNGVR,One year,12,79.2,950.4,0.149373696524772,Low,141.96,141.96,P4,Medium Value,No immediate offer,Monitor only
2522-AHJXR,Month-to-month,60,109.45,1313.4,0.1881869169462851,Low,247.16,247.16,P3,High Value,No immediate offer,Monitor only
0412-UCCNP,Two year,55,59.2,710.4000000000001,0.037071997646774,Low,26.34,26.34,P4,Medium Value,No immediate offer,Monitor only
1816-FLZDK,Month-to-month,1,29.15,349.79999999999995,0.4139125388244737,Moderate,144.79,144.79,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
7096-UCLNH,Month-to-month,1,20.05,240.6,0.3741662336776913,Moderate,90.02,90.02,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
8443-ZRDBZ,Month-to-month,4,76.05,912.6,0.7150329936283986,High,652.54,652.54,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9136-ALYBR,Month-to-month,1,24.45,293.4,0.5234155570827289,High,153.57,153.57,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4615-PIVVU,Two year,42,66.5,798.0,0.0577886920456311,Low,46.12,46.12,P4,Medium Value,No immediate offer,Monitor only
8885-QSQBX,Month-to-month,1,49.55,594.5999999999999,0.3428119768813921,Moderate,203.84,203.84,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
7479-NITWS,Month-to-month,7,89.35,1072.1999999999998,0.7621573548250057,Critical,817.19,817.19,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
8617-ENBDS,Month-to-month,3,73.6,883.1999999999999,0.473161827062546,Moderate,417.9,417.9,P2,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
9385-NXKDA,Two year,72,82.65,991.8,0.0172811797895717,Low,17.14,17.14,P4,Medium Value,No immediate offer,Monitor only
0430-IHCDJ,Month-to-month,15,49.0,588.0,0.3851384218796374,Moderate,226.46,226.46,P3,Standard Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2959-MJHIC,Month-to-month,4,80.35,964.2,0.6670247834904103,High,643.15,643.15,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6674-KVJHG,One year,11,25.2,302.4,0.0758969341203857,Low,22.95,22.95,P4,Standard Value,No immediate offer,Monitor only
1814-DKOLC,Month-to-month,5,25.45,305.4,0.1709716128888156,Low,52.21,52.21,P4,Standard Value,No immediate offer,Monitor only
4201-JMNGR,Month-to-month,1,55.8,669.5999999999999,0.6211261196940604,High,415.91,415.91,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
9351-HXDMR,Two year,72,110.9,1330.8000000000002,0.1185449182189819,Low,157.76,157.76,P3,High Value,No immediate offer,Monitor only
3537-HPKQT,Month-to-month,55,77.75,933.0,0.2342993652815962,Low,218.6,218.6,P3,Medium Value,No immediate offer,Monitor only
2129-ALKBS,Month-to-month,40,26.2,314.4,0.0809963529802857,Low,25.47,25.47,P4,Standard Value,No immediate offer,Monitor only
5821-MMEIL,Two year,57,19.9,238.8,0.0026600451224744,Low,0.64,0.64,P4,Standard Value,No immediate offer,Monitor only
5960-WPXQM,Month-to-month,1,79.05,948.6,0.852995456183453,Critical,809.15,809.15,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
0684-AOSIH,Month-to-month,1,95.0,1140.0,0.7576130149384794,Critical,863.68,863.68,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
8260-NGFNY,Month-to-month,1,25.2,302.4,0.4412389092001377,Moderate,133.43,133.43,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
1309-XGFSN,One year,52,80.85,970.2,0.1232149483148787,Low,119.54,119.54,P4,Medium Value,No immediate offer,Monitor only
1866-RZZQS,Month-to-month,41,98.4,1180.8000000000002,0.6701322857217573,High,791.29,791.29,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6968-URWQU,One year,43,56.35,676.2,0.0876265029903217,Low,59.25,59.25,P4,Medium Value,No immediate offer,Monitor only
4742-TXUEX,Two year,47,19.3,231.6,0.002361038632454,Low,0.55,0.55,P4,Standard Value,No immediate offer,Monitor only
9631-XEYKE,Month-to-month,3,50.4,604.8,0.4383835075947824,Moderate,265.13,265.13,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
8631-NBHFZ,Two year,66,79.4,952.8,0.2393037057659615,Low,228.01,228.01,P3,Medium Value,No immediate offer,Monitor only
1335-MXCSE,Two year,55,55.25,663.0,0.0212086176816299,Low,14.06,14.06,P4,Medium Value,No immediate offer,Monitor only
8873-TMKGR,One year,29,19.1,229.2,0.0025061009843139,Low,0.57,0.57,P4,Standard Value,No immediate offer,Monitor only
8800-JOOCF,Month-to-month,12,84.05,1008.6,0.5901739245821409,High,595.25,595.25,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1469-LBJQJ,Month-to-month,66,105.2,1262.4,0.5140092653288685,High,648.89,648.89,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4958-XCBDQ,Month-to-month,35,101.4,1216.8000000000002,0.5926676158822786,High,721.16,721.16,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8337-UPOAQ,Month-to-month,10,89.8,1077.6,0.7629258063801462,Critical,822.13,822.13,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
0064-YIJGF,Month-to-month,27,75.75,909.0,0.3645553208427774,Moderate,331.38,331.38,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2386-OWURY,Month-to-month,58,95.3,1143.6,0.3150974255523827,Moderate,360.35,360.35,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1725-IQNIY,Two year,54,109.75,1317.0,0.3040672227257104,Moderate,400.46,400.46,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
0310-VQXAM,Month-to-month,9,19.85,238.2,0.1297572957359934,Low,30.91,30.91,P4,Standard Value,No immediate offer,Monitor only
6598-RFFVI,One year,2,19.3,231.6,0.0631359176801246,Low,14.62,14.62,P4,Standard Value,No immediate offer,Monitor only
3453-RTHJQ,Month-to-month,6,69.1,829.1999999999999,0.4914628655046384,Moderate,407.52,407.52,P2,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
6712-OAWRH,Month-to-month,26,91.25,1095.0,0.4971210043337231,Moderate,544.35,544.35,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
6278-FEPBZ,Month-to-month,9,20.25,243.0,0.1196693238028392,Low,29.08,29.08,P4,Standard Value,No immediate offer,Monitor only
4280-DLSHD,Month-to-month,8,54.75,657.0,0.2192612044176792,Low,144.05,144.05,P4,Medium Value,No immediate offer,Monitor only
1508-DFXCU,Month-to-month,12,81.45,977.4,0.562351813962803,High,549.64,549.64,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8614-VGMMV,Month-to-month,15,49.1,589.2,0.4043350491242666,Moderate,238.23,238.23,P3,Standard Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7868-BGSZA,One year,43,80.2,962.4,0.1132327143272954,Low,108.98,108.98,P4,Medium Value,No immediate offer,Monitor only
2800-QQUSO,Month-to-month,42,100.3,1203.6,0.5274603641110318,High,634.85,634.85,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2930-UOTMB,Month-to-month,31,65.25,783.0,0.0727409632420753,Low,56.96,56.96,P4,Medium Value,No immediate offer,Monitor only
7973-DZRKH,Two year,66,90.95,1091.4,0.0349061685188592,Low,38.1,38.1,P4,High Value,No immediate offer,Monitor only
5914-DVBWJ,Month-to-month,18,85.45,1025.4,0.6145734852736998,High,630.18,630.18,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7698-YFGEZ,Month-to-month,1,20.0,240.0,0.3784967303415214,Moderate,90.84,90.84,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
2533-QVMSK,Two year,61,94.1,1129.1999999999998,0.0548777939164713,Low,61.97,61.97,P4,High Value,No immediate offer,Monitor only
9773-PEQBZ,Month-to-month,10,79.85,958.2,0.5477757336901522,High,524.88,524.88,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8644-XLFBW,Month-to-month,1,71.65,859.8000000000001,0.7478436970356972,High,643.0,643.0,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
0650-BWOZN,Month-to-month,18,73.55,882.5999999999999,0.4716566658099459,Moderate,416.28,416.28,P2,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
8625-AZYZY,Month-to-month,24,104.65,1255.8000000000002,0.6812582128065545,High,855.52,855.52,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7785-RDVIG,Month-to-month,3,19.3,231.6,0.1077953821336017,Low,24.97,24.97,P4,Standard Value,No immediate offer,Monitor only
9602-WCXPI,One year,50,20.15,241.8,0.0147679704337262,Low,3.57,3.57,P4,Standard Value,No immediate offer,Monitor only
2903-YYTBW,Month-to-month,1,44.55,534.5999999999999,0.4595093951162552,Moderate,245.65,245.65,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
3620-MWJNE,Month-to-month,2,54.45,653.4000000000001,0.3820714411284051,Moderate,249.65,249.65,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
8573-JGCZW,One year,17,19.65,235.8,0.0115560708083492,Low,2.72,2.72,P4,Standard Value,No immediate offer,Monitor only
6837-HAEVO,Two year,69,105.0,1260.0,0.147607457144454,Low,185.99,185.99,P3,High Value,No immediate offer,Monitor only
6701-YVNQG,Two year,72,88.7,1064.4,0.0003399994643892,Low,0.36,0.36,P4,High Value,No immediate offer,Monitor only
9306-CPCBC,Month-to-month,3,74.25,891.0,0.6917150527033951,High,616.32,616.32,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4304-XUMGI,Two year,50,75.15,901.8,0.057050745937238,Low,51.45,51.45,P4,Medium Value,No immediate offer,Monitor only
9504-YAZWB,Two year,53,20.25,243.0,0.0228718370850023,Low,5.56,5.56,P4,Standard Value,No immediate offer,Monitor only
8819-ZBYNA,Two year,58,109.1,1309.1999999999998,0.1837008323254498,Low,240.5,240.5,P3,High Value,No immediate offer,Monitor only
6174-NRBTZ,One year,46,30.75,369.0,0.0754460936519326,Low,27.84,27.84,P4,Standard Value,No immediate offer,Monitor only
9481-IEBZY,Month-to-month,72,112.9,1354.8000000000002,0.1650659600565073,Low,223.63,223.63,P3,High Value,No immediate offer,Monitor only
1833-VGRUM,Month-to-month,1,74.2,890.4000000000001,0.8368728264328202,Critical,745.15,745.15,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6137-NICCO,Month-to-month,6,94.05,1128.6,0.7920698937711967,Critical,893.93,893.93,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9065-ZCPQX,Two year,72,78.85,946.2,0.0055326052312104,Low,5.23,5.23,P4,Medium Value,No immediate offer,Monitor only
6402-EJMWF,Month-to-month,4,55.3,663.5999999999999,0.3695823321307777,Moderate,245.25,245.25,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
3620-EHIMZ,Two year,52,19.35,232.2,0.0330240011709082,Low,7.67,7.67,P4,Standard Value,No immediate offer,Monitor only
3213-VVOLG,Two year,0,25.35,304.20000000000005,0.0344255129172543,Low,10.47,10.47,P4,Standard Value,No immediate offer,Monitor only
6870-ECSHE,One year,2,20.45,245.4,0.0320380100788424,Low,7.86,7.86,P4,Standard Value,No immediate offer,Monitor only
8747-UDCOI,Two year,65,19.35,232.2,0.0207658307556538,Low,4.82,4.82,P4,Standard Value,No immediate offer,Monitor only
8374-XGEJJ,Month-to-month,43,101.0,1212.0,0.6333488913626957,High,767.62,767.62,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2656-TABEH,Month-to-month,4,100.2,1202.4,0.8552736790389461,Critical,1028.38,1028.38,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
6946-LMSQS,One year,25,89.05,1068.6,0.2299662385459455,Low,245.74,245.74,P3,High Value,No immediate offer,Monitor only
4626-OZDTJ,One year,51,78.65,943.8,0.0828878229160274,Low,78.23,78.23,P4,Medium Value,No immediate offer,Monitor only
9169-BSVIN,Month-to-month,12,74.75,897.0,0.2134269580998115,Low,191.44,191.44,P3,Medium Value,No immediate offer,Monitor only
2325-ZUSFD,One year,57,70.1,841.1999999999999,0.0497925143442556,Low,41.89,41.89,P4,Medium Value,No immediate offer,Monitor only
8194-PEEBY,One year,24,19.9,238.8,0.0165128487150339,Low,3.94,3.94,P4,Standard Value,No immediate offer,Monitor only
6872-HXFNF,One year,64,58.35,700.2,0.0333813171432695,Low,23.37,23.37,P4,Medium Value,No immediate offer,Monitor only
3932-CMDTD,One year,4,105.65,1267.8000000000002,0.4262264514873247,Moderate,540.37,540.37,P2,High Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
7714-YXSMB,Month-to-month,26,100.5,1206.0,0.5337731911148147,High,643.73,643.73,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8387-UGUSU,Month-to-month,15,20.05,240.6,0.0785009631019076,Low,18.89,18.89,P4,Standard Value,No immediate offer,Monitor only
1080-BWSYE,Two year,64,25.65,307.79999999999995,0.0096743646811165,Low,2.98,2.98,P4,Standard Value,No immediate offer,Monitor only
4039-HEUNW,Month-to-month,36,96.5,1158.0,0.5406472525436729,High,626.07,626.07,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1194-HVAIF,Month-to-month,27,95.0,1140.0,0.4179202469109888,Moderate,476.43,476.43,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
0812-WUPTB,Month-to-month,1,70.85,850.1999999999999,0.7205151684563658,High,612.58,612.58,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
3594-UVONA,One year,35,85.95,1031.4,0.1175366041037157,Low,121.23,121.23,P4,High Value,No immediate offer,Monitor only
0004-TLHLJ,Month-to-month,4,73.9,886.8000000000001,0.5658081567828859,High,501.76,501.76,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
1767-TGTKO,Month-to-month,8,45.45,545.4000000000001,0.3190630248190275,Moderate,174.02,174.02,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
8439-LTUGF,Month-to-month,10,20.0,240.0,0.1109674149737822,Low,26.63,26.63,P4,Standard Value,No immediate offer,Monitor only
8805-JNRAZ,Month-to-month,2,49.2,590.4000000000001,0.4169095842884504,Moderate,246.14,246.14,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
5089-IFSDP,Two year,58,109.45,1313.4,0.3209613725786693,Moderate,421.55,421.55,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
6418-HNFED,Two year,51,83.25,999.0,0.0114870240863176,Low,11.48,11.48,P4,Medium Value,No immediate offer,Monitor only
0206-OYVOC,Two year,46,19.25,231.0,0.002636708732093,Low,0.61,0.61,P4,Standard Value,No immediate offer,Monitor only
7291-CDTMJ,Month-to-month,1,19.65,235.8,0.3432554083222652,Moderate,80.94,80.94,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
7128-GGCNO,Month-to-month,46,72.8,873.5999999999999,0.3053333669725652,Moderate,266.74,266.74,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
0237-YFUTL,Month-to-month,50,109.65,1315.8000000000002,0.1740618490849629,Low,229.03,229.03,P3,High Value,No immediate offer,Monitor only
7691-KGKGP,Month-to-month,53,65.0,780.0,0.0811933623055601,Low,63.33,63.33,P4,Medium Value,No immediate offer,Monitor only
6710-HSJRD,Month-to-month,61,114.1,1369.1999999999998,0.2514606155323085,Moderate,344.3,344.3,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
3675-EQOZA,Month-to-month,5,20.65,247.8,0.1070529980675649,Low,26.53,26.53,P4,Standard Value,No immediate offer,Monitor only
0840-DCNZE,One year,47,86.95,1043.4,0.1021703252471711,Low,106.6,106.6,P4,High Value,No immediate offer,Monitor only
1732-FEKLD,One year,54,94.75,1137.0,0.0947499072151798,Low,107.73,107.73,P4,High Value,No immediate offer,Monitor only
9862-KJTYK,Month-to-month,19,25.35,304.20000000000005,0.160353775624735,Low,48.78,48.78,P4,Standard Value,No immediate offer,Monitor only
0479-HMSWA,Two year,26,105.45,1265.4,0.1390623402587334,Low,175.97,175.97,P3,High Value,No immediate offer,Monitor only
5854-KSRBJ,Two year,70,25.4,304.79999999999995,0.0014783918796566,Low,0.45,0.45,P4,Standard Value,No immediate offer,Monitor only
0365-BZUWY,Month-to-month,17,102.55,1230.6,0.5890913769005858,High,724.94,724.94,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4817-VYYWS,Month-to-month,30,100.2,1202.4,0.5589083117133025,High,672.03,672.03,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5701-SVCWR,Month-to-month,1,24.0,288.0,0.2259804868357933,Low,65.08,65.08,P4,Standard Value,No immediate offer,Monitor only
3129-AAQOU,Two year,19,25.6,307.20000000000005,0.0122289538775429,Low,3.76,3.76,P4,Standard Value,No immediate offer,Monitor only
4922-CVPDX,Two year,26,73.5,882.0,0.0460228338896695,Low,40.59,40.59,P4,Medium Value,No immediate offer,Monitor only
1396-QWFBJ,Month-to-month,21,74.05,888.5999999999999,0.4601885720375503,Moderate,408.92,408.92,P2,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1357-BIJKI,One year,50,98.25,1179.0,0.2353704464829159,Low,277.5,277.5,P3,High Value,No immediate offer,Monitor only
1099-BTKWT,One year,68,54.4,652.8,0.0850677073683479,Low,55.53,55.53,P4,Medium Value,No immediate offer,Monitor only
5299-SJCZT,Month-to-month,3,101.55,1218.6,0.8348382502040896,Critical,1017.33,1017.33,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
2018-PZKMU,Month-to-month,9,103.1,1237.1999999999998,0.4712880256389122,Moderate,583.08,583.08,P2,High Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
7340-KEFQE,Two year,51,34.2,410.4,0.0194658695841706,Low,7.99,7.99,P4,Standard Value,No immediate offer,Monitor only
4570-QHXHL,Month-to-month,9,43.75,525.0,0.4371114853911328,Moderate,229.48,229.48,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
2403-BCASL,One year,41,111.95,1343.4,0.4103379040137716,Moderate,551.25,551.25,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7392-YYPYJ,Month-to-month,22,100.65,1207.8000000000002,0.6079751667058679,High,734.31,734.31,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2898-LSJGD,One year,21,55.95,671.4000000000001,0.2872108046421276,Moderate,192.83,192.83,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2223-GDSHL,Two year,71,116.05,1392.6,0.0146555407285034,Low,20.41,20.41,P4,High Value,No immediate offer,Monitor only
7359-PTSXY,Month-to-month,1,45.75,549.0,0.6546820831267358,High,359.42,359.42,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
9470-RTWDV,One year,26,82.0,984.0,0.1310910399374841,Low,128.99,128.99,P4,Medium Value,No immediate offer,Monitor only
