gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_flag,OnlineSecurity_flag,OnlineBackup_flag,DeviceProtection_flag,TechSupport_flag,StreamingTV_flag,StreamingMovies_flag,service_count,has_fiber,is_month_to_month,is_senior,avg_revenue_per_month,estimated_annual_revenue,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_band_13-24 Months,tenure_band_25-48 Months,tenure_band_49+ Months,monthly_charge_band_Low,monthly_charge_band_Medium,monthly_charge_band_Very High,contract_risk_band_Low Risk,contract_risk_band_Moderate Risk,target_churn
1,0,1,0,67,1,1,1,1,1,0,1,1,0,109.9,7332.4,1,1,1,1,0,1,1,6,1,0,0,109.43880597014925,1318.8000000000002,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,0,0,7,0,0,0,0,1,1,0,0,1,35.5,249.55,0,0,0,1,1,0,0,2,0,0,0,35.65,426.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,51,1,0,0,0,0,0,1,1,0,87.55,4475.9,0,0,0,0,0,1,1,2,1,0,0,87.7627450980392,1050.6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,45.15,416.45,0,0,0,0,0,0,0,0,0,1,0,46.27222222222222,541.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,9,1,0,0,0,0,0,1,1,1,88.4,788.6,0,0,0,0,0,1,1,2,1,1,0,87.62222222222222,1060.8000000000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,4,1,0,0,0,0,1,0,0,1,50.8,202.3,0,0,0,0,1,0,0,1,0,1,0,50.575,609.5999999999999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,71,1,1,1,1,1,0,1,0,1,99.0,6994.6,1,1,1,1,0,1,0,5,1,0,0,98.51549295774649,1188.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,50,1,1,0,0,0,0,1,0,1,84.4,4116.15,1,0,0,0,0,1,0,2,1,1,0,82.323,1012.8000000000001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,1,24,1,0,0,0,1,0,1,1,1,96.55,2263.45,0,0,0,1,0,1,1,3,1,0,1,94.31041666666665,1158.6,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
1,0,1,0,22,1,0,1,0,0,0,1,0,1,59.75,1374.35,0,1,0,0,0,1,0,2,0,0,0,62.470454545454544,717.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1,0,0,0,44,1,1,1,1,1,0,1,1,1,111.5,4915.15,1,1,1,1,0,1,1,6,1,1,0,111.70795454545454,1338.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,33,1,1,0,0,0,0,0,0,0,24.25,838.5,1,0,0,0,0,0,0,1,0,1,0,25.40909090909091,291.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,75.1,75.1,1,0,0,0,0,0,0,1,1,1,0,75.1,901.1999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,54,1,1,0,0,0,0,1,1,1,70.15,3715.65,1,0,0,0,0,1,1,3,0,0,0,68.80833333333334,841.8000000000001,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1,0,0,0,42,1,1,0,1,0,0,1,1,1,101.75,4273.45,1,0,1,0,0,1,1,4,1,1,0,101.74880952380951,1221.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.8,45.8,0,0,0,0,0,0,0,0,0,1,0,45.8,549.5999999999999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.5,20.5,0,0,0,0,0,0,0,0,0,1,0,20.5,246.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,30,1,0,1,1,0,1,1,0,0,70.4,2044.75,0,1,1,0,1,1,0,4,0,0,0,68.15833333333333,844.8000000000001,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,30.55,30.55,0,0,0,0,1,0,0,1,0,1,0,30.55,366.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,1,16,1,1,1,1,0,1,1,1,0,84.9,1398.25,1,1,1,0,1,1,1,6,0,1,0,87.390625,1018.8000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.1,20.1,0,0,0,0,0,0,0,0,0,1,0,20.1,241.20000000000002,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,9,0,0,0,0,0,1,1,0,0,40.65,328.95,0,0,0,0,1,1,0,2,0,1,0,36.55,487.79999999999995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,1,0,46,1,1,0,0,1,0,1,1,1,101.0,4680.05,1,0,0,1,0,1,1,4,1,1,1,101.74021739130436,1212.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.1,69.1,0,0,0,0,0,0,0,0,1,1,0,69.1,829.1999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,1,0,71,1,0,1,0,0,1,0,0,0,54.5,3778.2,0,1,0,0,1,0,0,2,0,0,0,53.21408450704225,654.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,0,0,0,43,1,1,0,0,0,0,0,0,1,75.35,3161.4,1,0,0,0,0,0,0,1,1,1,0,73.52093023255814,904.1999999999999,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,50,0,0,1,0,0,1,1,0,1,44.45,2188.45,0,1,0,0,1,1,0,3,0,0,0,43.769,533.4000000000001,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,0,13,1,1,0,0,0,0,0,0,1,75.0,999.45,1,0,0,0,0,0,0,1,1,1,0,76.88076923076923,900.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,0,1,1,19,1,0,0,1,0,1,1,1,0,100.0,1888.65,0,0,1,0,1,1,1,4,1,0,0,99.40263157894738,1200.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
0,0,0,0,41,1,1,0,0,1,0,1,1,0,98.05,3990.6,1,0,0,1,0,1,1,4,1,1,0,97.33170731707317,1176.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,0,0,0,0,0,0,0,1,71.15,71.15,0,0,0,0,0,0,0,0,1,1,1,71.15,853.8000000000001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,24,0,0,0,1,1,0,1,1,1,54.15,1240.25,0,0,1,1,0,1,1,4,0,1,0,51.677083333333336,649.8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,40,1,1,0,1,0,0,1,0,0,63.9,2635.0,1,0,1,0,0,1,0,3,0,0,0,65.875,766.8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,1,1,3,1,1,0,1,1,0,1,0,1,69.15,235.0,1,0,1,1,0,1,0,4,0,1,0,78.33333333333333,829.8000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,37,1,1,1,0,0,0,1,0,0,64.65,2347.85,1,1,0,0,0,1,0,3,0,0,0,63.4554054054054,775.8000000000001,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,1,1,67,1,1,1,0,1,1,1,1,1,108.75,7156.2,1,1,0,1,1,1,1,6,1,0,0,106.80895522388059,1305.0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
0,0,1,1,32,1,1,0,1,0,0,1,1,1,98.85,3089.6,1,0,1,0,0,1,1,4,1,1,0,96.55,1186.1999999999998,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,6,1,0,0,0,0,1,0,0,1,49.15,270.8,0,0,0,0,1,0,0,1,0,1,0,45.13333333333333,589.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,1,1,32,1,1,1,0,0,0,1,0,0,89.6,2901.8,1,1,0,0,0,1,0,3,1,1,0,90.68125,1075.1999999999998,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,59,1,1,0,1,1,0,0,0,1,83.25,4949.1,1,0,1,1,0,0,0,3,1,1,0,83.88305084745764,999.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,30,1,0,0,1,1,1,0,1,0,70.25,2198.9,0,0,1,1,1,0,1,4,0,0,0,73.29666666666667,843.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,1,20,1,0,0,0,0,0,0,0,1,19.4,374.5,0,0,0,0,0,0,0,0,0,1,0,18.725,232.79999999999998,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0,0,1,1,27,1,1,0,0,0,0,0,0,0,24.5,761.95,1,0,0,0,0,0,0,1,0,0,0,28.22037037037037,294.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
0,1,0,0,20,1,1,1,0,0,0,0,0,1,79.15,1520.9,1,1,0,0,0,0,0,2,1,1,1,76.045,949.8000000000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,0,1,9,1,0,0,0,0,0,0,0,0,20.1,190.25,0,0,0,0,0,0,0,0,0,0,0,21.13888888888889,241.20000000000002,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,68,1,1,1,1,1,0,1,0,1,73.0,5163.0,1,1,1,1,0,1,0,5,0,0,0,75.92647058823529,876.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,1,1,69,1,1,1,0,0,1,0,0,0,61.4,4059.85,1,1,0,0,1,0,0,3,0,0,0,58.83840579710145,736.8,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1,0,0,0,26,1,1,0,0,1,1,0,0,1,84.3,2281.6,1,0,0,1,1,0,0,3,1,1,0,87.75384615384615,1011.5999999999999,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,1,69,1,0,0,0,0,0,0,0,0,19.9,1356.7,0,0,0,0,0,0,0,0,0,0,0,19.66231884057971,238.79999999999998,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,0,0,0,11,1,0,0,0,0,0,0,0,0,20.4,231.45,0,0,0,0,0,0,0,0,0,0,0,21.04090909090909,244.79999999999998,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,50.75,50.75,1,0,0,0,0,0,0,1,0,1,0,50.75,609.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,1,10,1,0,0,0,0,0,0,0,0,20.45,242.4,0,0,0,0,0,0,0,0,0,0,0,24.240000000000002,245.39999999999998,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,55,1,1,1,1,0,1,0,1,1,75.75,4264.25,1,1,1,0,1,0,1,5,0,0,0,77.53181818181818,909.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,44,1,0,1,0,0,1,1,0,0,65.4,2774.55,0,1,0,0,1,1,0,3,0,0,0,63.05795454545455,784.8000000000001,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,1,0,46,1,0,0,0,0,0,0,1,1,80.4,3605.2,0,0,0,0,0,0,1,1,1,1,1,78.37391304347825,964.8000000000001,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,1,1,69,1,0,1,1,1,0,0,0,1,59.75,4069.9,0,1,1,1,0,0,0,3,0,0,0,58.984057971014494,717.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,1,0,0,11,1,0,0,0,0,0,0,1,1,78.5,874.2,0,0,0,0,0,0,1,1,1,1,1,79.47272727272728,942.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,11,1,1,0,1,0,0,1,1,1,102.0,1145.35,1,0,1,0,0,1,1,4,1,1,0,104.12272727272726,1224.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,29,1,0,0,0,1,0,0,0,0,48.95,1323.7,0,0,0,1,0,0,0,1,0,1,0,45.6448275862069,587.4000000000001,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,57,1,1,1,0,0,0,1,1,1,99.65,5497.05,1,1,0,0,0,1,1,4,1,1,0,96.43947368421053,1195.8000000000002,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,28,1,0,0,0,0,0,0,0,0,18.25,534.7,0,0,0,0,0,0,0,0,0,0,0,19.09642857142857,219.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,42,1,0,1,0,1,0,0,0,0,54.55,2455.05,0,1,0,1,0,0,0,2,0,1,0,58.453571428571436,654.5999999999999,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,20.65,38.7,0,0,0,0,0,0,0,0,0,1,0,19.35,247.79999999999998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,1,23,0,0,1,1,0,1,0,0,0,40.65,947.4,0,1,1,0,1,0,0,3,0,0,0,41.19130434782608,487.79999999999995,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,1,1,18,1,0,0,0,0,0,0,0,0,20.45,357.0,0,0,0,0,0,0,0,0,0,1,0,19.833333333333332,245.39999999999998,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1,0,1,1,62,1,1,0,0,0,0,0,0,0,24.8,1476.25,1,0,0,0,0,0,0,1,0,0,0,23.81048387096774,297.6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.8,70.8,0,0,0,0,0,0,0,0,1,1,0,70.8,849.5999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,16,1,1,0,0,0,1,0,1,1,89.05,1448.6,1,0,0,0,1,0,1,3,1,1,0,90.5375,1068.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,3,1,1,0,0,0,0,1,1,1,96.6,291.9,1,0,0,0,0,1,1,3,1,1,0,97.3,1159.1999999999998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,67,1,1,1,1,1,1,1,1,1,88.8,5903.15,1,1,1,1,1,1,1,7,0,0,0,88.10671641791045,1065.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,62,1,0,0,0,0,0,0,0,1,20.05,1201.65,0,0,0,0,0,0,0,0,0,0,0,19.381451612903227,240.60000000000002,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,0,1,0,57,1,1,0,1,1,0,1,1,1,104.5,5921.35,1,0,1,1,0,1,1,5,1,1,0,103.88333333333334,1254.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,2,1,0,0,0,0,0,0,0,1,69.8,146.65,0,0,0,0,0,0,0,0,1,1,0,73.325,837.5999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,1,23,1,1,1,0,1,1,1,0,1,77.15,1759.4,1,1,0,1,1,1,0,5,0,0,0,76.49565217391304,925.8000000000001,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,25,0,0,1,0,0,1,0,0,0,35.05,844.45,0,1,0,0,1,0,0,2,0,0,0,33.778,420.59999999999997,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,1,0,0,72,1,1,0,1,1,1,1,1,1,108.1,7774.05,1,0,1,1,1,1,1,6,1,0,1,107.97291666666666,1297.1999999999998,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
0,0,1,0,2,1,1,0,0,0,0,1,0,1,84.05,134.05,1,0,0,0,0,1,0,2,1,1,0,67.025,1008.5999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,1,0,0,0,0,0,0,0,1,20.2,140.95,0,0,0,0,0,0,0,0,0,0,0,17.61875,242.39999999999998,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,5,1,1,0,0,0,0,0,0,1,50.6,249.95,1,0,0,0,0,0,0,1,0,1,0,49.989999999999995,607.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,35,0,0,0,0,1,0,1,1,0,49.2,1701.65,0,0,0,1,0,1,1,3,0,1,0,48.61857142857143,590.4000000000001,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,24,1,1,0,0,0,0,0,0,0,24.6,592.65,1,0,0,0,0,0,0,1,0,0,0,24.693749999999998,295.20000000000005,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
0,0,1,1,2,1,0,0,0,0,0,0,0,1,71.65,135.75,0,0,0,0,0,0,0,0,1,1,0,67.875,859.8000000000001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7732.65,1,1,1,1,1,0,1,6,1,0,0,107.39791666666666,1258.8000000000002,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,41,1,1,1,1,1,1,1,0,1,106.5,4282.4,1,1,1,1,1,1,0,6,1,1,0,104.44878048780487,1278.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0,0,1,4,1,0,1,0,0,0,0,0,0,49.35,219.65,0,1,0,0,0,0,0,1,0,1,0,54.9125,592.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,26,1,0,0,1,0,0,0,0,0,75.5,2018.1,0,0,1,0,0,0,0,1,1,0,0,77.61923076923077,906.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,7,1,0,0,1,0,0,1,1,1,94.25,669.0,0,0,1,0,0,1,1,3,1,1,0,95.57142857142857,1131.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,0,1,68.95,68.95,0,0,0,0,0,0,0,0,1,1,0,68.95,827.4000000000001,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,1,1,4,1,1,0,1,0,1,0,0,1,58.5,224.85,1,0,1,0,1,0,0,3,0,1,0,56.2125,702.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,48,1,0,0,1,1,1,1,1,0,78.9,3771.5,0,0,1,1,1,1,1,5,0,0,0,78.57291666666667,946.8000000000001,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0,2,1,1,0,0,0,0,1,1,1,93.85,196.75,1,0,0,0,0,1,1,3,1,1,1,98.375,1126.1999999999998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,1,0,12,1,0,1,0,1,1,1,1,1,79.2,943.85,0,1,0,1,1,1,1,5,0,0,1,78.65416666666667,950.4000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,0,60,1,1,1,0,1,1,1,1,1,109.45,6572.85,1,1,0,1,1,1,1,6,1,1,0,109.5475,1313.4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,55,1,0,1,0,1,1,0,0,1,59.2,3175.85,0,1,0,1,1,0,0,3,0,0,0,57.74272727272727,710.4000000000001,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,29.15,29.15,0,0,0,0,1,0,0,1,0,1,0,29.15,349.79999999999995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,0,0,0,0,0,0,0,0,1,0,20.05,240.60000000000002,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,4,1,1,0,0,0,0,0,0,1,76.05,318.9,1,0,0,0,0,0,0,1,1,1,0,79.725,912.5999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,24.45,24.45,0,0,0,0,0,0,0,0,0,1,0,24.45,293.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,42,1,0,0,0,1,1,0,1,0,66.5,2762.75,0,0,0,1,1,0,1,3,0,0,0,65.7797619047619,798.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,49.55,49.55,0,1,0,0,0,0,0,1,0,1,0,49.55,594.5999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,7,1,1,0,0,1,0,1,0,1,89.35,631.85,1,0,0,1,0,1,0,3,1,1,0,90.26428571428572,1072.1999999999998,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,3,1,0,0,0,1,0,0,0,1,73.6,232.5,0,0,0,1,0,0,0,1,1,1,0,77.5,883.1999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,72,1,1,1,1,1,0,1,1,1,82.65,5919.35,1,1,1,1,0,1,1,6,0,0,0,82.21319444444445,991.8000000000001,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,15,1,1,0,0,0,0,0,0,1,49.0,749.25,1,0,0,0,0,0,0,1,0,1,0,49.95,588.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,1,0,4,1,0,0,0,0,0,1,0,1,80.35,307.4,0,0,0,0,0,1,0,1,1,1,0,76.85,964.1999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,11,1,1,0,0,0,0,0,0,0,25.2,245.15,1,0,0,0,0,0,0,1,0,0,0,22.286363636363635,302.4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,5,1,1,0,0,0,0,0,0,0,25.45,134.75,1,0,0,0,0,0,0,1,0,1,0,26.95,305.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,1,1,0,1,0,1,0,0,0,1,55.8,55.8,0,1,0,1,0,0,0,2,0,1,1,55.8,669.5999999999999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,1,0,72,1,1,1,0,1,1,1,1,1,110.9,8240.85,1,1,0,1,1,1,1,6,1,0,0,114.45625000000001,1330.8000000000002,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,0,55,1,1,0,1,0,0,0,0,1,77.75,4266.4,1,0,1,0,0,0,0,2,1,1,0,77.57090909090908,933.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,40,1,1,0,0,0,0,0,0,1,26.2,1077.5,1,0,0,0,0,0,0,1,0,1,0,26.9375,314.4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,1,0,57,1,0,0,0,0,0,0,0,0,19.9,1115.6,0,0,0,0,0,0,0,0,0,0,0,19.5719298245614,238.79999999999998,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,1,0,1,79.05,79.05,0,0,0,0,0,1,0,1,1,1,0,79.05,948.5999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1,1,0,1,0,0,0,1,1,1,95.0,95.0,0,1,0,0,0,1,1,3,1,1,0,95.0,1140.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.2,25.2,0,0,0,0,0,0,0,0,0,1,0,25.2,302.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,1,1,1,52,1,1,0,1,1,0,1,1,1,80.85,4079.55,1,0,1,1,0,1,1,5,0,0,1,78.45288461538462,970.1999999999999,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,0,0,41,1,1,0,0,1,0,1,1,1,98.4,4187.75,1,0,0,1,0,1,1,4,1,1,1,102.14024390243902,1180.8000000000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,1,0,43,1,0,0,0,0,0,1,0,1,56.35,2391.15,0,0,0,0,0,1,0,1,0,0,0,55.608139534883726,676.2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
0,0,1,1,47,1,0,0,0,0,0,0,0,0,19.3,890.5,0,0,0,0,0,0,0,0,0,0,0,18.9468085106383,231.60000000000002,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,3,1,1,0,0,0,0,0,0,0,50.4,137.25,1,0,0,0,0,0,0,1,0,1,0,45.75,604.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,66,1,1,1,1,1,1,1,0,0,79.4,5154.6,1,1,1,1,1,1,0,6,0,0,1,78.10000000000001,952.8000000000001,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
1,0,1,1,55,1,0,0,0,1,1,0,0,1,55.25,3119.9,0,0,0,1,1,0,0,2,0,0,0,56.72545454545455,663.0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1,0,0,0,29,1,0,0,0,0,0,0,0,0,19.1,529.5,0,0,0,0,0,0,0,0,0,0,0,18.25862068965517,229.20000000000002,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,1,12,1,1,0,0,0,0,1,0,1,84.05,966.55,1,0,0,0,0,1,0,2,1,1,0,80.54583333333333,1008.5999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,66,1,1,0,1,1,0,1,1,1,105.2,6936.85,1,0,1,1,0,1,1,5,1,1,0,105.10378787878788,1262.4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,0,0,35,1,1,0,0,1,0,1,1,1,101.4,3496.3,1,0,0,1,0,1,1,4,1,1,1,99.89428571428572,1216.8000000000002,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,1,1,0,10,1,1,0,0,1,0,0,1,1,89.8,914.3,1,0,0,1,0,0,1,3,1,1,1,91.42999999999999,1077.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,1,27,1,1,0,0,0,0,0,0,1,75.75,1929.0,1,0,0,0,0,0,0,1,1,1,0,71.44444444444444,909.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,58,1,0,0,0,0,1,1,1,1,95.3,5817.7,0,0,0,0,1,1,1,3,1,1,0,100.3051724137931,1143.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,1,0,54,1,0,1,1,1,1,1,1,0,109.75,6110.2,0,1,1,1,1,1,1,6,1,0,0,113.15185185185184,1317.0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
1,0,0,0,9,1,0,0,0,0,0,0,0,0,19.85,178.8,0,0,0,0,0,0,0,0,0,1,0,19.866666666666667,238.20000000000002,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
